index	title	description	category
528	This New Road Trip Comedy Is The Top Movie On Hulu Right Now	A sci-fi romance and animated superhero film are also trending on streaming services like Netflix, Apple TV+, Max and Amazon Prime Video.	
529	Priscilla review: The anti-Elvis by Sofia Coppola	Sofia Coppola peers into the gilded cage again with her Priscilla Presley biopic, starring Cailee Spaeny and Jacob Elordi.	
530	New US Trailer for African Spiritual Thriller 'Omen' Directed by Baloji	"""Here they tell you to do something, and you do it."" Utopia has unveiled the first trailer for an atmospheric thriller from Africa titled Omen, the feature directorial debut of the artist / filmmaker known as ""Baloji"". This premiered at the 2023 Cannes Film F…"	
531	Robert Butler, Star Trek & Batman TV Director, Has Died at Age 95	Filmmaker Robert Butler passed away earlier in the month on November 3 at 95 years old, according to the Hollywood Reporter.Read more...	
532	Tejas box office collection day 7: Kangana Ranaut’s patriotic drama crashes on first Friday, earns Rs 40 lakh	Tejas box office collection day 7: Kangana Ranaut's film continues to struggle at the box office. This is fourth consecutive film of the actor to earn less than Rs 10 crore in Hindi language.	
533	The Marvels is headed for one of the MCU's all-time worst box office openings	Whatever your feelings about the current creative state of the Marvel Cinematic Universe, it’s hard to deny that the franchise’s financial issues are becoming more obvious by the week. That’s come into especially tight focus this week, with the release of Nia…	
534	From Five Nights At Freddy's To The Last Of Us: The Video Game Curse Has Lifted	Superhero movies have been declining at the box office ... is now the time for the video game movie?	
535	‘Merrily’ Revival Keeps Rolling Along To Sold-Out Houses – Broadway Box Office	Merrily We Roll Along, the Sondheim musical revival starring Daniel Radcliffe, Jonathan Groff and Lindsay Mendez, was Broadway’s sole sell-out last week, filling every last seat at the Hudson Theatre with an eye-popping average ticket price of $234.40. The cr…	
536	Apple lands 27 Children's & Family Emmy Award nominations	"Apple TV+ has earned more than two dozen Emmy awards for its children and family programming, including ""Helpsters,"" ""Frog and Toad,"" and ""Pinecone and Pony.""Apple TV+Awards season has kicked off, and the nominations have started rolling in. This year, Apple …"	
537	Bandra movie review: Dileep film is just a copy of a copy of a copy	Bandra movie review: Arun Gopy's Bandra, starring Dileep and Tamannaah Bhatia in the lead roles, starts off as an unpromising movie and ends pretty much the same way, after making the viewers experience too many déjà vus.	
538	Laura Jane Grace Announces New Album and Tour, Shares Video for New Song “Hole in My Head”: Watch	The video for the album’s title track was directed by Danny Trejo’s son Gilbert Trejo	
539	Garudan movie review: Suresh Gopi, Biju Menon film is gripping and solid, unlike many recent Malayalam thrillers	Garudan movie review: Arun Varma's Garudan, starring Suresh Gopi and Biju Menon in the lead roles, is a breath of fresh air for viewers inundated with mindless thrillers that have dominated our industries in recent times.	
540	The Beatles Release Their Final Song, “Now and Then”: Hear the Song & Watch the Music Video Directed by Peter Jackson	The average music fan of the nineteen-sixties would surely have found it hard to believe that the Rolling Stones would put out a new album in 2023, let alone an album including a performance by Paul McCartney. Here in the twenty-twenties, of course, we’ve lon…	
541	‘Priscilla’, ‘The Holdovers’ Expand Nicely; ‘Dream Scenario’ With Nicolas Cage Sees Solid Limited Opening – Specialty Box Office	Festival and specialty fare releases crowded the top ten this weekend with Priscilla (A24) and The Holdovers (Focus Features) expanding to hit nos. 4 and 6 respectively. Yash Raj Films’ Bollywood thriller Tiger 3 is at no. 8, and world of mouth continued to b…	
542	This action war movie is popular on Netflix. Here’s why you should watch it	This war drama starring Alexander Skarsgård topped the Netflix charts this week. Find out what it is and why you should watch it.	
543	3 underrated movies on Prime Video you need to watch in November	Three underrated movies on Prime Video to watch in November include a sci-fi horror film, a psychological thriller, and a 1999 rom-com starring Heath Ledger.	
544	After 30 Years, The Nightmare Before Christmas Just Passed A Huge Box Office Milestone	What&amp;#39;s this? What&amp;#39;s this? The Nightmare Before Christmas just had itself a box office milestone 30 years after it first hit theaters.	
545	A Japanese Fantasy Film Is Making A Strong Mark On Netflix's Top 10	Knights of the Zodiac was panned by critics and bombed at the box office, but it&amp;#39;s found a whole new audience since arriving on Netflix.	
546	The Marvels Is On Track For One Of The MCU's Lowest Box Office Openings	Bad news for The Marvels: the latest from the Marvel Cinematic Universe looks to be headed towards a less-than-great opening weekend at the box office.	
547	Marvel's The Marvels opens at the top of the weekend box office, and let’s leave it at that	It looks like Marvel Studios’ domination of the U.S. box office continues, with The Marvels—the latest entry in the MCU—opening in the number one spot. Of course… it did also manage to have the worst opening weekend in the history of the franchise, as predict…	
548	Unpacking nine VAR checks in chaotic half of football	"Jamie Carragher calls it ""box office"", commentator Peter Drury says it is ""carnage and chaos""."	
549	‘The Garfield Movie’ Trailer: Chris Pratt’s Lasagna-Loving Fat Cat Is Back	‘The Garfield Movie’ released the film's first trailer, starring Chris Pratt, Samuel. L. Jackson, Hannah Waddingham, and Bowen Yang.	
550	Russia spends millions on war propaganda films. Most are box office bombs	As the war in Ukraine drags on, the Kremlin is trying to win audiences over at the movies.	
551	Five Nights At Freddy's Falls Hard At The Box Office With 78% Drop In Second Weekend	Five Nights at Freddy&amp;#39;s is on track for a 78% drop in its second weekend at the box office, and its day-and-date release on Peacock is mostly to blame.	
552	The Marvels Box Office Was Even Worse Than Expected – What The Heck Happened?	The Marvels, the latest film in the ongoing Marvel Cinematic Universe, significantly stumbled in its opening weekend, marking the worst MCU opening ever.	
553	Five Nights At Freddy's Fell Hard At The Box Office – Was The Peacock Release A Mistake?	After a triumphant first weekend at the box office, Five Nights at Freddy&amp;#39;s took a hard tumble in its second week &ndash; and a certain Peacock may be to blame.	
554	John Kramer Kills Again! (At The Box Office As Saw X Crosses $100 Million)	Saw continues to be an unstoppable force at the box office, with Saw X bringing in more than $100 million in theaters. Who&amp;#39;s ready to play another game?	
555	20 Years Ago, Elf Became A Huge Box Office Hit (And A Modern Holiday Classic)	Elf helped turn Jon Favreau into a must-get director, proved Will Ferrell was more than an R-rated comedian, and made a modern Christmas classic.	
556	Can The Hunger Games Prequel Recapture The YA Box Office Magic For Lionsgate?	After eight years, there&amp;#39;s a new Hunger Games movie heading to theaters. How will The Ballad of Songbirds and Snakes perform relative to the original films?	
557	The Marvels Box Office Points To A Major Problem In Hollywood, Not Just Marvel	Unfortunately for Disney (and Hollywood in general), larger budgets have become the norm of late. The Marvels is the latest example of why that&amp;#39;s a big problem.	
558	Tejas box office collection day 6: Kangana Ranaut’s aerial action film fails to take off, mints Rs 5 crore	Tejas box office collection day 6:  Helmed by Sarvesh Mewara, the film minted Rs 50 lakhs on Wednesday.	
559	Iron Maiden’s Bruce Dickinson Starring In ABBA Tribute Band Horror Movie	In September, Iron Maiden frontman Bruce Dickinson announced The Mandrake Project, his new solo album in nearly 20 years. And today, it was announced he’ll be starring in Bjorn Of The Dead, a horror movie about an ABBA tribute band.	
560	Good Deed Entertainment Acquires Alex Grossman Comedy ‘That’s Funny’; Christian Vunipola & Simon Kim Board ‘Double Exposure’ – Film Briefs	EXCLUSIVE: Good Deed Entertainment has acquired U.S. rights to the indie comedy That’s Funny, written, directed by, and starring Alex Grossman. Co-starring Ben Cain (Cruel Summer), Melanie Hutsell (Saturday Night Live), and Nicole Forester (Jack Reacher), the…	
561	Daisy Ridley Stars In ‘The Marsh King’s Daughter’, Meg Ryan’s Rom-Com Return, ‘Priscilla’ Expands – Specialty Preview	A24’s Priscilla by Sofia Coppola catapults from four screens to 1,300, Alexander Payne’s The Holdovers from Focus Features expands to 60 from six and two new indies have wide debuts — What Happens Later from Bleecker Street, directed by and starring Meg Ryan,…	
562	5 best breakup movies, ranked	The best breakup movies are also often the saddest, from cult classics like Eternal Sunshine of the Spotless Mind to heartbreaking musicals like La La Land.	
563	Leo box office collection day 17: Vijay’s film trails Rajinikanth’s Jailer by Rs 25 crore, film records slight uptick	Leo box-office collection day 17: Helmed by Lokesh Kanagaraj, Vijay starrer Leo picked up a little pace on its second Saturday.	
564	Visit Brian Eno's imaginary landscapes and explore his creative process in this 1989 documentary (video)	In the 1980s and 1990s, Mystic Fire was a New York-based producer of direct-to-VHS videos at the intersection of art, music, consciousness, and the counterculture. They released films by and about Kenneth Anger, Maya Deren, William Burroughs, Abbie Hoffman, L…	
565	Blade, A Movie That's Sooooo Real, Should've Been Out This Weekend	"Image: Elena Casagrande/Marvel Comics
Once upon time in the distant year of 2019, Marvel Studios held a pretty momentous Hall H panel at San Diego Comic-Con. With Avengers: Endgame in the rearview mirror and Spider-Man: Far From Home presently raking in cash…"	
566	Official Trailer for 'Ruthless' Action Thriller Starring Dermot Mulroney	"""Pick your fights, Harry!"" ""I will."" Saban Films has revealed an official trailer for Ruthless, another action crime thriller from the direct-to-video trash pile getting a release this year. Ruthless is the latest film from director Art Camacho, and it's yet …"	
567	The Tonight Show Starring Jimmy Fallon Season 10 Streaming: Watch & Stream Online via Peacock	Get ready to laugh, cheer, and be thoroughly entertained with The Tonight Show Starring Jimmy Fallon Season 10, which aired in 2022. Join Jimmy Fallon as he continues to bring the late-night magic to your screens with hilarious sketches, celebrity interviews,…	
568	Barbie Movie Lands 11 Grammy Nominations	After dominating this year’s summer box office, Warner Bros.’ live-action Barbie movie is expected to receive multiple nods in the upcoming awards’ season. Today, Greta Gerwig‘s Barbie earned its first batch of nominations, with the 66th Grammy Awards recogni…	
569	Don't Feed The Trolls, And Don't Blame The Marvels Director Nia DaCosta For The Film's Box Office	Crappy people online are throwing The Marvels director Nia DaCosta under the bus for the film&amp;#39;s disappointing box office, but that&amp;#39;s objectively inaccurate.	
570	The Correct Order To Watch The Transformers Franchise	The Transformers franchise has some high highs and very low lows, when it came to the box office and when it comes to quality. Here&amp;#39;s how to watch.	
571	"""How a Sausage Dog Works"" is an experimental animation by Julian Józef Antonisz"	"How a Sausage Dog Works is an experimental animation by Julian Józef Antonisz. I love the way that this humorous film uses objects' shadows as a way to loosely represent the inner structures of the weiner dog. 



Without reading the film description, I would…"	
572	How To Watch The Creator At Home	Even though it didn&amp;#39;t have a big box office haul, hopefully more will discover Gareth Edwards&amp;#39; The Creator when it&amp;#39;s available to watch at home this month.	
573	Twitter Wants the ‘Always Sunny’ Cast to Play the Fantastic Four	The ‘Fantastic Four’ film will be directed by an ‘Always Sunny’ alum — maybe it should star a few as well	
574	Paramount is still dealing with that prickly Top Gun: Maverick lawsuit	Last summer, when Tom Cruise was flying laps around the box office and shooting the hell out of [generic, unnamed foreign enemy] in Top Gun: Maverick, Paramount was hit with a lawsuit claiming that it had infringed on the copyright of Ehud Yonay—the late jour…	
575	12th Fail Box Office Collection Day 10: How Much Did Vikrant Massey’s Film Earn?	12th Fail has continued to impress at the box office as it enters its second week of release. The movie is based on the real-life story of IPS officer Manoj Kumar Sharma and his wife Shraddha Joshi. It has garnered significant attention for its exceptional st…	
576	Tiger 3 First Day Box Office Domestic Collection: Salman Khan-starrer Has Biggest Diwali Opening	Salman Khan‘s highly anticipated Tiger 3 saw a mega opening at the box office after collecting millions in advance booking. Directed by Maneesh Sharma, Tiger 3 is the fifth installment of the YRF Spy Universe. It follows the events of Ek Tha Tiger (2012), Tig…	
577	Daisy Ridley's New Movie Grosses Less Than $1 Million, Can't Even Crack Box Office Top 10	A new movie starring Star Wars' Daisy Ridley takes in an opening weekend box office gross under $1 million, failing to break into the top 10.	
578	Leo Box Office Collection Day 19: How Much Did  Thalapathy Vijay’s Film Earn?	In a remarkable display of cinematic prowess, Leo has refused to slow down at the box office. The action-packed thriller, directed by Lokesh Kanagaraj, stars the talented Thalapathy Vijay opposite the gorgeous Trisha Krishnan and the formidable Sanjay Dutt as…	
579	"Edward Norton fought with Marvel to make a ""serious"" Hulk movie, which is probably why they fired him"	Many lessons have been extracted from the success of Marvel’s original Iron Man over the last 15 years: Jon Favreau’s unlikely (at the time) box office winner took a B-tier comic book hero and made him the biggest name on the planet, largely by going low-key …	
580	Bringing back the original Avengers won’t save the MCU	Marvel Studios is reportedly considering bringing back all of the original stars of The Avengers. However, that won't be enough to fix the MCU's many problems.	
581	20 years ago, Elf saved the Christmas movie	2003 was an exciting time for Christmas movies. As Love Actually and Bad Santa gave adults a reason to get in the spirit, a little film about a big elf became a box office heavyweight. Jon Favreau’s Elf turns 20 on November 7, and it remains the most enduring…	
582	Thor: The Dark World Was A Box Office Hit That Also Set A Low Bar For The MCU	Thor: The Dark World is the disappointing middle sibling between Ragnarok and the original, but it had so much promise. What did Marvel do wrong?	
583	15 Best Actor contenders for the 2024 Oscars	As the weather outside cools down, awards season is heating up, with prestige releases arriving weekly from now until the end of the year. Which means it’s time to start looking ahead to the Academy Awards, as well as the other awards shows that lead up to Ho…	
584	‘Ballerina’ Director Len Wiseman Signs With Range Media Partners	EXCLUSIVE: Range Media Partners has signed filmmaker Len Wiseman. He will next debut his highly anticipated film Ballerina, which is setto bow on June 7, 2024. The film is an action spinoff of the lucrative John Wick franchise and follows a young assassin, pl…	
585	A24’s Nicolas Cage-Starring ‘Dream Scenario’ Opens In Limited Release With Spoof ‘It’s A Wonderful Knife’, Doc ‘Orlando, My Political Biography’ – Specialty Preview	A24 continues its stream of special runs opening dark comedy Dream Scenario in limited release on six screens in New York and LA. Written and directed by Kristoffer Borgli’s (Sick Of Myself) and produced by Ari Aster, it stars Nicolas Cage as a hapless family…	
586	Tens of thousands of old phones linger in vintage seller's inventory	"Phoneco, a mom-and-pop seller of analog technology, has tens of thousands of classic rotary phones in stock and they aren't shifting.




Their inventory exploded in 1991, when the Knappens purchased 13 semi-trailer loads of phones from the Turtle Lake busine…"	
587	‘Five Nights At Freddy’s’ Tops $200M WW; ‘Godzilla Minus One’ Roars In Japan – International Box Office	Universal/Blumhouse’s Five Nights at Freddy’s was still plenty game this weekend, crossing $100M at the international box office and $200M worldwide. The sophomore frame overseas, where this is a pure theatrical play, dipped 54% to deliver $35.6M in 74 market…	
588	30 Movies That Are On Our Radar This Fall	"From “Maestro” to “Renaissance: A Film by Beyoncé,"" these are some of the films we're looking out for in theaters and on streaming for the rest of the year."	
589	Pankaj Tripathi says he boarded a rickshaw which had his OMG 2 poster on the back: ‘Even the driver was smiling’	Pankaj Tripathi played the lead role in OMG 2, which emerged to be a hit at the box office. The actor joked that he is planning to increase his remuneration.	
590	The 11 Most Expensive Hollywood Movies Ever Made	Ever wondered what is the most expensive movie ever made? Whereas the average Hollywood film costs around $100 million to produce, the expenditures of the top …	
591	Full US Trailer for Wim Wenders' 'Perfect Days' Starring Kôji Yakusho	"""Now is now."" Neon rated has unveiled their official US trailer for an indie gem titled Perfect Days, the latest narrative film by prolific German filmmaker Wim Wenders. This won Best Actor at the 2023 Cannes Film Festival this summer - where it first premier…"	
592	‘Killers Of The Flower Moon’ Crosses $100M Global Box Office	Martin Scorsese’s Killers of the Flower Moon, from Apple, Paramount and Imperative Entertainment, has set a milestone, crossing the $100M mark at the global box office through Thursday. As it heads into its third frame, the epic western crime saga is at $102.…	
593	‘The Marvels’ Tallies Only $21.5 Million At Box Office On Opening Day Despite $220 Million Budget, Report Says	The movie is projected to deliver the worst weekend box office debut in Marvel Cinematic Universe history.	
594	‘The Marvels’ Tallies Only $21.5 Million On Box Office Opening Day Despite $220 Million Budget, Report Says	The movie is projected to deliver the worst weekend box office debut in Marvel Cinematic Universe history.	
595	The Creator Digital Release Date Confirmed After Sci-Fi Movie’s 5th Week In Theaters	2023 science-fiction film The Creator's digital release date is confirmed after an inconsistent box office run that started just five weeks ago.	
596	Lena Headey Exits Horror Pic ‘Svalta,’ XYZ & Wayward Wrap Production With Nick Frost And Aisling Bea	EXCLUSIVE: Lena Headey (Game Of Thrones) has stepped back from the XYZ Films, Wayward Entertainment, and Resolute Films horror pic Svalta due to what has been described as scheduling conflicts. She was replaced by This Way Up actor Aisling Bea.  The pic, writ…	
597	The Lady Killer Box Office Collection: How Much Did Arjun Kapoor’s Film Earn So Far?	Arjun Kapoor made his return to the big screen with Ajay Bahl’s latest crime thriller movie, The Lady Killer, co-starring Bhumi Pednekar. However, the film’s journey to the box office has been anything but conventional. The film reportedly had a budget of $5.…	
598	Want to Give ‘The Holdovers’ Writer David Hemingson a ‘Colossal’ Compliment? Tell Him He Writes Just Like Alexander Payne	Hemingson may be the sole credited screenwriter on Payne's latest, but as the awards season favorite tells IndieWire, they forged a partnership that forever changed the film — and Hemingson's filmmaking philosophy.	
599	Nintendo announces live-action Legend of Zelda movie	"Nintendo and Sony Pictures Entertainment announced that a live-action Legend of Zelda film is in the works. Wes Ball (Maze Runner trilogy) is directing. No word on who will play Link.



From the Hollywood Reporter:




Nintendo representative director and fe…"	
600	Five Nights at Freddy's Scares Up a Massive Box Office	Horror movies usually hit big no matter when you release them, but October can help them do especially well. Almost every year, there’s a particular movie that outpaces all the rest, and for 2023, that distinction goes to the newly released Five Nights at Fre…	
601	Ultraman Rising's First Trailer Comes With Giant-Sized Growing Pains	Netflix and Tsuburaya have teamed up to bring Ultraman to the world of animation once more—with a slick new look and a wild twist: this time the Giant of Light has to look after a monster, instead of simply beating them up.Read more...	
602	Despite Negative Reviews, Five Nights At Freddy’s Film Killing At The Box Office	After just one weekend in theaters, Five Nights At Freddy’s is already breaking records and racking up an impressive $130 million at the global box office since releasing on October 27 to less-than-stellar reviews. Read more...	
603	Marvel Director Disses Martin Scorsese With Video Flaunting Own Box Office Success	"Joe Russo, who co-directed the two highest-grossing ""Avengers"" films, took to Instagram to trounce Scorsese over his past comments about Marvel."	
604	Epic 'Killers of the Flower Moon' flops at the box office	"Despite its potentially promising box office takings in its first week in theaters, Apple TV+ movie ""Killers of the Flower Moon"" dropped 61% in its second weekend.Lily Gladstone and Leonardo DiCaprio in 'Killers of the Flower Moon'""Killers"" by director/co-wri…"	
605	The Marvels just might be the MCU’s first huge box office disaster	With The Marvels, the MCU might experience its first major box office disaster.	
606	Updates From Doctor Who, Deadpool 3, and More	Get a festive new look at Terrifier 3. Godzilla celebrated 50 years of Jet Jaguar with a new live-action short film. Plus, get a look at the final, final episode of Attack on Titan’s very final season, finally. To me, my spoilers!Read more...	
607	The Witcher Is Returning to Animation, and Bringing a New-Old Voice With It	We’re going to be waiting a long while before Geralt’s live-action adventures—complete with a new face—continue on Netflix. But that’s not to say the Witcher won’t be witching any time soon either, thanks to a new movie—starring a very familiar voice.Read mor…	
608	"""Now and Then,"" The Beatles’ Last Song, Is Here Thanks to Peter Jackson’s AI"	"The track was made possible thanks to technology the director used on the documentary series ""Get Back."" Listen here."	
609	Ryan Gosling is a wise-cracking stuntman with a mission in The Fall Guy trailer	"""Profesh"" is his middle name. Or is it ""Danger""?"	
610	How to Stream 'The Curse' Starring Emma Stone, Nathan Fielder - CNET	Time to get familiar with Paramount Plus with Showtime.	
611	Mark Wahlberg's comedy 'The Family Plan' premieres December 15 on Apple TV+	"A new action-comedy from Apple TV+ called ""The Family Plan"" starring Mark Walberg will soon premiere globally on the platform.Mark Wahlberg and Michelle Monaghan star in ""The Family Plan""Apple Original Films has announced the global premiere date for its new …"	
612	Daisy Ridley's New Movie Is Off To A Terrible Start At The Box Office	The Marsh King&amp;#39;s Daughter, starring Daisy Ridley, tanked at the box office this weekend, garnering another likely loss for STX films.	
613	Indiana Jones and the Dial of Destiny Whips Onto Disney+ in One Month	You’ve got one month left to wait if you’ve been holding out to see Indiana Jones and the Dial of Destiny on Disney+. The streamer has announced that Harrison Ford’s final turn as the history-loving hero arrives December 1, and it won’t be alone: a feature-le…	
614	20 Years Later, ‘Elf’ Still Holds Up Because Of 1 Enduring Life Lesson	The movie, starring Will Ferrell as a human elf, still charms because of this approach to the world.	
615	John Cena And Alison Brie's New Movie Just Tanked At The Box Office	Have you even heard about Freelance, starring John Cena and Alison Brie? Between the bad reviews and even worse box office, there&amp;#39;s a reason you likely haven&amp;#39;t.	
616	'Friends' star Matthew Perry dies at age 54, reports say	Perry, who won an Emmy nod and enormous fame for his starring role as Chandler Bing in the hit sitcom, was found dead at his Los Angeles home, multiple outlets reported.	
617	"""Titicut Follies"" (1967) is a once-banned documentary about the horrific treatment of prisoners at Bridgewater State Hospital"	"Titicut Follies is a documentary released in 1967 that exposed the horrific and cruel treatment of prisoners in 1966 at the Bridgewater State Hospital for the criminally insane in Bridgewater, Massachusetts.



It was produced, written, and directed by Freder…"	
618	Disney’s ‘Wish’ Eyes $50M Debut, Apple & Sony’s ‘Napoleon’ To Gallop To $24M Over Thanksgiving 5-Day: Box Office Early Look	Let the feast begin: Thanksgiving releases and awards season contenders, Disney’s Wish and Apple Original Films and Sony’s Napoleon are set to open over the Wednesday to Sunday holiday stretch with respective grosses of $50M+ and $24M+. Both movies open on Th…	
619	Jewish recipient of $2B Saudi investment has glowing things to say about their treatment of Jews	In these troubled times, Jared Kushner, architect of peace in the Middle East and recipient of two billion dollars in funding from a directed by the Royal Family of Saudi Arabia investment fund, has only the nicest things to say about being Jewish in Saudi Ar…	
620	"""Kinda Crazy"" celebrates the legendary Rip City Skates"	Jim McDowell and Bill Poncher's Rip City Skates has been the go-to shop for your first deck, fast bearings, or a cool t-shirt since I was in pre-school. This documentary, directed by Daniel Pappas and produced by Chris Candy, Sam Sweet, and Rick Darge is an a…	
621	Bob Iger admits Disney's movies aren't all that good anymore	The Disney CEO said the company was focused on quantity over quality.	
622	Apple is 'very pleased' with its movie box office, says theater chain	"The CEO of the Cinemark movie theater chain says that despite comparatively low takings for the epic ""Killers of the Flower Moon,"" Apple is seeing ""real value.""Killers of the Flower MoonMartin Scorsese and Eric Roth's ""Killers of the Flower Moon"" proved to be…"	
623	Movies directed by Sofia Coppola, ranked by IMDb ratings	From Lost In Translation to The Virgin Suicides to Priscilla, a look at the director's top projects	
624	Sundance-Premiering Dark Comedy ‘Sometimes I Think About Dying,’ Produced By & Starring Daisy Ridley, Secures SAG-AFTRA Interim Agreement	EXCLUSIVE: SAG-AFTRA has granted an interim agreement to Sometimes I Think About Dying, an indie gem produced by and starring Daisy Ridley that made a big impression in its world premiere on the opening night of the 2023 Sundance Film Festival. Directed by Ra…	
625	Leo box office collection day 14: Thalapathy Vijay’s blockbuster eyes Rs 600 cr mark, just Rs 55 crore short to Rajinikanth’s Jailer earning	Leo box office collection day 14: Directed by Lokesh Kanagaraj, the Vijay-starrer earned Rs 314.90 crore domestically as it inches toward the Rs 600 crore mark, globally.	
626	How Marvel Cheated Themselves Out Of The Profits From Blade	Back in the late &amp;#39;90s, superhero movies weren&amp;#39;t guaranteed box office hits, and Marvel was taking only small fees for the big screen rights to their characters.	
627	"Five Nights At Freddy's ""wins"" the box office again"	Blumhouse’s Five Nights At Freddy’s adaptation has triumphed at the box office for the second week in a row—albeit for a definition of “triumph” that has a whiff of the ol’ Pyrrhic victory to it. Variety reports that the PG-13 horror flick suffered a pretty t…	
628	Get The Two Biggest Movies Of The Year On Blu-Ray For Only $26	After a few turbulent years, audiences flocked back to theaters in 2023 thanks to the release of several notable pop culture phenoms. Two of the biggest blockbusters of the year--Barbie and The Super Mario Bros. Movie--have used the power of nostalgia to make…	
629	Hollywood actors' strike is set to end Thursday after SAG-AFTRA reached a tentative agreement with major studios: reports	Actors will still have to ratify the deal reached by SAG-AFTRA negotiators, but the strike will end at 12:01 a.m. Thursday, the union said.	
630	‘The Marvels’ With $140M Global Opening, Not Expected To Be Marvelous At Weekend Box Office – Preview	Here’s something we don’t see often: Opening projections plummeting for a Marvel Studios movie. Their latest sequel to 2019’s Captain Marvel, The Marvels, which is also an extension to Disney+ series WandaVision and Ms. Marvel, has seen its weekend forecast c…	
631	Border Town Drama ‘Radical’ With Eugenio Derbez Busts Out In U.S. Debut; ‘Priscilla’ Rocks Expansion – Specialty Box Office	Radical with Eugenio Derbez built on its smash opening in Mexico to hit no. 5 at the U.S. box office with a super $2.7 million at 416 theaters. The Pantelion film had delayed its debut Stateside by two weeks to skirt The Eras Tour juggernaut, allowing word of…	
632	‘Wonka’ Hits Early Tracking With $20M-$23M Opening In Pre-Christmas Frame – Box Office	EXCLUSIVE: Warner Bros’ highly anticipated Paul King-directed feature musical Wonka has hit early tracking six weeks before its release on Dec. 15 with box office analytics corp The Quorum predicting a $20M-$23M opening. Note it’s still early in the campaign,…	
633	Matthew Perry: Friends TV comedy star dies at 54 - US reports	The American actor was best known for playing Chandler Bing in the hit '90s TV sitcom Friends.	
634	Festival Faves ‘The Holdovers’, ‘Priscilla’ Start Awards Season Runs, Open Well In Limited Release – Specialty Box Office	Alexander Payne’s The Holdovers from Focus Features pulled in an estimated $200k on six screens in New York and LA for a per-screen average of $33.3k, a good limited opening on an upbeat specialty weekend that also saw A24’s Priscilla by Sofia Coppola off to …	
635	Pink Siifu Covers Gonjasufi’s “Sheep” in Video Directed by Fugazi’s Brendan Canty: Watch	The musician performed the 2010 track for Sounds of Saving and the 988 Suicide & Crisis Lifeline’s “Song That Found Me at the Right Time” series	
636	Scorsese’s Apple movie Killers of the Flower Moon is bombing so hard at the box office	"Somehow, one of the greatest film directors of all time has managed to turn his latest highly anticipated movie release into an embarrassing box office …
The post Scorsese’s Apple movie Killers of the Flower Moon is bombing so hard at the box office appeared …"	
637	Five Nights At Freddy's Movie Opens Massive, Breaks Box Office Records	Lackluster reviews and streaming day-and-date on Peacock didn't stop Five Nights at Freddy's from having a record-breaking weekend at the box office. The PG-13 horror movie--based on the video game franchise that debuted in 2014--premiered with the biggest Bl…	
638	Matthew Perry's life in pictures	A look back at the Friends star's career	
639	Eclipsed in his Era, Bayard Rustin Gets to Shine in Ours	Adam Gopnik considers the career of the civil-rights luminary Bayard Rustin, the organizer of the March on Washington and the subject of the essay collection “Bayard Rustin: A Legacy of Protest and Politics,” edited by Michael G. Long, and “Rustin,” directed …	
640	Five Nights At Freddy’s jump-scares Taylor and Scorsese at the weekend box office	As predicted, video game adaptation Five Nights At Freddy’s has opened at the top of the U.S. box office with $78 million, enough to make it the highest-grossing opening weekend in studio Blumhouse’s history (yes, higher than David Gordon Green’s first Hallow…	
641	This New Road Trip Comedy Is The Top Movie On Hulu Right Now	A sci-fi romance and animated superhero film are also trending on streaming services like Netflix, Apple TV+, Max and Amazon Prime Video.	
642	Priscilla review: The anti-Elvis by Sofia Coppola	Sofia Coppola peers into the gilded cage again with her Priscilla Presley biopic, starring Cailee Spaeny and Jacob Elordi.	
643	New US Trailer for African Spiritual Thriller 'Omen' Directed by Baloji	"""Here they tell you to do something, and you do it."" Utopia has unveiled the first trailer for an atmospheric thriller from Africa titled Omen, the feature directorial debut of the artist / filmmaker known as ""Baloji"". This premiered at the 2023 Cannes Film F…"	
644	Jackie Chan’s ‘Ride On,’ Andy Lau’s ‘The Wandering Earth 2‘ Among Launch Titles at Via Vision’s Imprint Asia Label – Global Bulletin	Australia and New Zealand company Via Vision Entertainment is expanding its media distribution business with the launch of the Imprint Asia label. The brand will be launching with a host of new films including Cui Rui and Liu Xiang’s box office smash “Lost In…	
645	Broadway Box Office Holds Steady: ‘Merrily We Roll Along’ At $1.8M, ‘I Need That’ Starring Danny DeVito Takes $608G	Broadway box office held fairly steady heading into trick or treat season, with receipts for the week ending Oct. 29 at $26,480,578 (about 6% down from the previous week) and attendance at 218,581 (a slip of just 3%). Staying strong was Merrily We Roll Along,…	
646	"David Fincher Pitched A Spider-Man Movie In 1999, Without The ""Dumb"" Origin"	Before Spider-Man became one of the biggest box office draws of all time--now spanning three different decades--director David Fincher pitched his idea for the superhero in 1999. The filmmaker wanted to ignore Peter Parker's origin story, which meant those in…	
647	Tejas box office collection day 7: Kangana Ranaut’s patriotic drama crashes on first Friday, earns Rs 40 lakh	Tejas box office collection day 7: Kangana Ranaut's film continues to struggle at the box office. This is fourth consecutive film of the actor to earn less than Rs 10 crore in Hindi language.	
648	The Marvels is headed for one of the MCU's all-time worst box office openings	Whatever your feelings about the current creative state of the Marvel Cinematic Universe, it’s hard to deny that the franchise’s financial issues are becoming more obvious by the week. That’s come into especially tight focus this week, with the release of Nia…	
649	From Five Nights At Freddy's To The Last Of Us: The Video Game Curse Has Lifted	Superhero movies have been declining at the box office ... is now the time for the video game movie?	
